Recency,Frequency,Monetary,R,F,M,RFM_Level,RFM_Score,Cluster
45,11,58.6,4,3,2,CHURN,9,0
108,9,58.5,3,2,2,NEW,7,0
310,11,58.5,1,3,2,LOYAL,6,0
14,10,58.44,4,3,2,CHURN,9,0
138,6,58.42,3,1,2,NEW,6,0
525,6,58.4,1,1,2,CHURN,4,1
68,6,58.4,3,1,2,NEW,6,0
205,5,58.4,2,1,2,CHURN,5,0
98,6,58.36,3,1,2,NEW,6,0
334,10,58.3,1,3,2,LOYAL,6,1
91,4,58.3,3,1,2,NEW,6,0
127,10,58.3,3,3,2,CHURN,8,0
54,14,58.26,4,4,2,CHURN,10,0
51,6,58.2,4,1,2,NEW,7,0
142,4,58.2,2,1,2,CHURN,5,0
328,8,58.2,1,2,2,CHURN,5,1
40,9,58.19,4,2,2,NEW,8,0
176,13,58.04,2,4,2,LOYAL,8,0
26,8,58.0,4,2,2,NEW,8,0
104,6,58.0,3,1,2,NEW,6,0
295,7,57.95,1,2,2,CHURN,5,1
88,11,57.93,3,3,2,CHURN,8,0
287,5,57.9,1,1,2,CHURN,4,1
176,9,57.85,2,2,2,CHURN,6,0
437,9,57.8,1,2,2,CHURN,5,1
61,8,57.76,3,2,2,NEW,7,0
12,9,57.7,4,2,2,NEW,8,0
169,11,57.6,2,3,2,LOYAL,7,0
233,3,57.6,2,1,2,CHURN,5,1
80,10,57.6,3,3,2,CHURN,8,0
199,11,57.6,2,3,2,LOYAL,7,0
97,5,57.6,3,1,2,NEW,6,0
118,10,57.6,3,3,2,CHURN,8,0
20,13,57.5,4,4,2,CHURN,10,0
493,4,57.5,1,1,2,CHURN,4,1
58,8,57.5,3,2,2,NEW,7,0
256,7,57.5,2,2,2,CHURN,6,0
75,8,57.5,3,2,2,NEW,7,0
3,7,57.45,4,2,2,NEW,8,0
59,7,57.4,3,2,2,NEW,7,0
273,10,57.4,2,3,2,LOYAL,7,0
366,8,57.4,1,2,2,CHURN,5,1
379,6,57.39,1,1,2,CHURN,4,1
139,9,57.3,3,2,2,NEW,7,0
31,9,57.3,4,2,2,NEW,8,0
320,11,57.25,1,3,2,LOYAL,6,1
155,10,57.22,2,3,2,LOYAL,7,0
223,6,57.2,2,1,2,CHURN,5,0
296,4,57.2,1,1,2,CHURN,4,1
157,6,57.2,2,1,2,CHURN,5,0
190,8,57.2,2,2,2,CHURN,6,0
511,4,57.15,1,1,2,CHURN,4,1
347,8,57.1,1,2,2,CHURN,5,1
292,4,57.0,1,1,2,CHURN,4,1
92,10,56.96,3,3,2,CHURN,8,0
113,6,56.9,3,1,2,NEW,6,0
3,8,56.9,4,2,2,NEW,8,0
151,11,56.8,2,3,2,LOYAL,7,0
268,8,56.8,2,2,2,CHURN,6,0
110,4,56.8,3,1,2,NEW,6,0
151,10,56.7,2,3,2,LOYAL,7,0
24,9,56.65,4,2,2,NEW,8,0
87,6,56.65,3,1,2,NEW,6,0
122,6,56.6,3,1,2,NEW,6,0
230,11,56.55,2,3,2,LOYAL,7,0
415,7,56.5,1,2,2,CHURN,5,1
102,11,56.45,3,3,2,CHURN,8,0
196,8,56.43,2,2,2,CHURN,6,0
46,7,56.4,4,2,2,NEW,8,0
36,12,56.4,4,3,2,CHURN,9,0
259,11,56.34,2,3,2,LOYAL,7,0
478,10,56.32,1,3,2,LOYAL,6,1
156,8,56.3,2,2,2,CHURN,6,0
233,4,56.2,2,1,2,CHURN,5,1
393,9,56.16,1,2,2,CHURN,5,1
220,4,56.1,2,1,2,CHURN,5,0
227,6,56.1,2,1,2,CHURN,5,0
197,5,56.1,2,1,2,CHURN,5,0
63,8,56.1,3,2,2,NEW,7,0
213,4,55.9,2,1,2,CHURN,5,0
149,8,55.8,2,2,2,CHURN,6,0
306,4,55.8,1,1,2,CHURN,4,1
222,10,55.8,2,3,2,LOYAL,7,0
9,7,55.78,4,2,2,NEW,8,0
129,6,55.7,3,1,2,NEW,6,0
65,6,55.7,3,1,2,NEW,6,0
399,7,55.69,1,2,2,CHURN,5,1
111,11,55.6,3,3,2,CHURN,8,0
339,6,55.6,1,1,2,CHURN,4,1
21,7,55.5,4,2,2,NEW,8,0
226,8,55.45,2,2,2,CHURN,6,0
351,3,55.4,1,1,2,CHURN,4,1
11,12,55.34,4,3,2,CHURN,9,0
16,9,55.3,4,2,2,NEW,8,0
509,6,55.3,1,1,2,CHURN,4,1
51,8,55.3,4,2,2,NEW,8,0
98,7,55.3,3,2,2,NEW,7,0
10,11,55.2,4,3,2,CHURN,9,0
215,4,55.1,2,1,2,CHURN,5,0
130,6,55.1,3,1,2,NEW,6,0
423,5,55.1,1,1,2,CHURN,4,1
161,9,55.04,2,2,2,CHURN,6,0
285,12,55.0,1,3,2,LOYAL,6,0
180,8,54.9,2,2,2,CHURN,6,0
15,12,54.9,4,3,2,CHURN,9,0
340,15,54.85,1,4,2,LOYAL,7,0
152,6,54.8,2,1,2,CHURN,5,0
386,5,54.8,1,1,2,CHURN,4,1
60,4,54.7,3,1,2,NEW,6,0
160,8,54.7,2,2,2,CHURN,6,0
319,9,54.7,1,2,2,CHURN,5,1
209,9,54.6,2,2,2,CHURN,6,0
337,6,54.56,1,1,2,CHURN,4,1
249,12,54.5,2,3,2,LOYAL,7,0
150,10,54.5,2,3,2,LOYAL,7,0
88,9,54.45,3,2,2,NEW,7,0
155,7,54.45,2,2,2,CHURN,6,0
144,12,54.4,2,3,2,LOYAL,7,0
26,10,54.4,4,3,2,CHURN,9,0
445,4,54.4,1,1,2,CHURN,4,1
131,8,54.3,3,2,2,NEW,7,0
298,8,54.3,1,2,2,CHURN,5,1
193,8,54.23,2,2,2,CHURN,6,0
308,6,54.2,1,1,2,CHURN,4,1
372,5,54.2,1,1,2,CHURN,4,1
232,10,54.2,2,3,2,LOYAL,7,0
181,5,54.15,2,1,2,CHURN,5,0
194,7,54.1,2,2,2,CHURN,6,0
16,9,54.1,4,2,2,NEW,8,0
346,5,54.1,1,1,2,CHURN,4,1
57,7,54.0,4,2,2,NEW,8,0
157,5,54.0,2,1,2,CHURN,5,0
94,8,53.95,3,2,2,NEW,7,0
97,9,53.95,3,2,2,NEW,7,0
232,9,53.9,2,3,2,LOYAL,7,0
451,11,53.86,1,3,2,LOYAL,6,1
35,13,53.8,4,4,2,CHURN,10,0
181,4,53.8,2,1,2,CHURN,5,0
49,8,53.8,4,2,2,NEW,8,0
555,3,53.76,1,1,2,CHURN,4,1
267,6,53.72,2,1,2,CHURN,5,1
64,2,53.7,3,1,2,NEW,6,0
382,9,53.6,1,3,2,LOYAL,6,1
253,5,53.6,2,1,2,CHURN,5,1
48,9,53.6,4,3,2,CHURN,9,0
16,8,53.55,4,2,2,NEW,8,0
104,8,53.55,3,2,2,NEW,7,0
320,10,53.54,1,3,2,LOYAL,6,1
56,5,53.49,4,1,2,NEW,7,0
93,10,53.4,3,3,2,CHURN,8,0
53,8,53.4,4,2,2,NEW,8,0
237,6,53.4,2,1,2,CHURN,5,0
137,11,53.39,3,3,2,CHURN,8,0
43,5,53.38,4,1,2,NEW,7,0
25,16,53.35,4,4,2,CHURN,10,0
437,6,53.32,1,1,2,CHURN,4,1
40,11,53.3,4,3,2,CHURN,9,0
232,7,53.3,2,2,2,CHURN,6,0
427,5,53.3,1,1,2,CHURN,4,1
119,6,53.3,3,1,2,NEW,6,0
430,7,53.23,1,2,2,CHURN,5,1
369,7,53.2,1,2,2,CHURN,5,1
290,8,53.2,1,2,2,CHURN,5,1
22,11,53.2,4,3,2,CHURN,9,0
394,10,53.17,1,3,2,LOYAL,6,1
65,5,53.1,3,1,2,NEW,6,0
141,5,53.1,3,1,2,NEW,6,0
239,6,53.09,2,1,2,CHURN,5,0
88,9,53.05,3,3,2,CHURN,8,0
131,8,53.0,3,2,2,NEW,7,0
285,9,52.8,1,3,2,LOYAL,6,0
133,9,52.74,3,3,2,CHURN,8,0
252,9,52.72,2,3,2,LOYAL,7,0
106,9,52.6,3,3,2,CHURN,8,0
79,4,52.5,3,1,2,NEW,6,0
62,10,52.5,3,3,2,CHURN,8,0
123,7,52.5,3,2,2,NEW,7,0
129,13,52.5,3,4,2,CHURN,9,0
373,4,52.35,1,1,2,CHURN,4,1
415,3,52.34,1,1,2,CHURN,4,1
368,6,52.3,1,1,2,CHURN,4,1
194,8,52.3,2,2,2,CHURN,6,0
138,4,52.3,3,1,2,NEW,6,0
370,4,52.3,1,1,2,CHURN,4,1
222,11,52.22,2,3,2,LOYAL,7,0
358,9,52.2,1,3,2,LOYAL,6,1
351,9,52.2,1,3,2,LOYAL,6,1
234,7,52.12,2,2,2,CHURN,6,0
363,7,52.1,1,2,2,CHURN,5,1
376,5,52.04,1,1,2,CHURN,4,1
367,7,52.0,1,2,2,CHURN,5,1
87,6,51.94,3,1,2,NEW,6,0
193,6,51.94,2,1,2,CHURN,5,0
63,10,51.9,3,3,2,CHURN,8,0
171,4,51.9,2,1,2,CHURN,5,0
193,4,51.9,2,1,2,CHURN,5,0
248,6,51.86,2,1,2,CHURN,5,0
37,6,51.85,4,1,2,NEW,7,0
158,9,51.85,2,3,2,LOYAL,7,0
346,8,51.85,1,2,2,CHURN,5,1
248,9,51.83,2,3,2,LOYAL,7,0
300,5,51.8,1,1,2,CHURN,4,1
361,9,51.8,1,3,2,LOYAL,6,1
234,10,51.75,2,3,2,LOYAL,7,0
242,13,51.7,2,4,2,LOYAL,8,0
366,4,51.6,1,1,2,CHURN,4,1
313,4,51.6,1,1,2,CHURN,4,1
143,6,51.6,2,1,2,CHURN,5,0
131,14,51.56,3,4,2,CHURN,9,0
134,12,51.55,3,3,2,CHURN,8,0
311,4,51.5,1,1,2,CHURN,4,1
13,10,51.5,4,3,2,CHURN,9,0
36,5,51.4,4,1,2,NEW,7,0
95,5,51.3,3,1,2,NEW,6,0
239,7,51.27,2,2,2,CHURN,6,0
68,6,51.2,3,1,2,NEW,6,0
164,5,51.2,2,1,2,CHURN,5,0
331,8,51.1,1,2,2,CHURN,5,1
291,8,51.1,1,2,2,CHURN,5,1
76,11,51.05,3,3,2,CHURN,8,0
228,11,51.0,2,3,2,LOYAL,7,0
105,4,51.0,3,1,2,NEW,6,0
150,6,51.0,2,1,2,CHURN,5,0
190,5,51.0,2,1,2,CHURN,5,0
27,8,51.0,4,2,2,NEW,8,0
109,14,50.9,3,4,2,CHURN,9,0
508,6,50.9,1,1,2,CHURN,4,1
394,3,50.9,1,1,2,CHURN,4,1
99,10,50.9,3,3,2,CHURN,8,0
79,8,50.85,3,2,2,NEW,7,0
66,8,50.8,3,2,2,NEW,7,0
179,12,50.8,2,3,2,LOYAL,7,0
41,6,50.8,4,1,2,NEW,7,0
341,8,50.8,1,2,2,CHURN,5,1
15,7,50.8,4,2,2,NEW,8,0
357,10,50.75,1,3,2,LOYAL,6,1
68,4,50.7,3,1,2,NEW,6,0
242,9,50.7,2,3,2,LOYAL,7,0
109,5,50.7,3,1,2,NEW,6,0
464,4,50.6,1,1,2,CHURN,4,1
318,6,50.6,1,1,2,CHURN,4,1
2,7,50.6,4,2,2,NEW,8,0
10,8,50.5,4,2,2,NEW,8,0
67,6,50.49,3,1,2,NEW,6,0
145,4,50.44,2,1,2,CHURN,5,0
32,5,50.4,4,1,2,NEW,7,0
162,4,50.4,2,1,2,CHURN,5,0
319,8,50.36,1,2,2,CHURN,5,1
139,11,50.34,3,3,2,CHURN,8,0
387,4,50.3,1,1,2,CHURN,4,1
346,9,50.2,1,3,2,LOYAL,6,1
678,6,50.2,1,1,2,CHURN,4,1
83,9,50.15,3,3,2,CHURN,8,0
145,11,50.12,2,3,2,LOYAL,7,0
98,10,50.1,3,3,2,CHURN,8,0
13,11,50.1,4,3,2,CHURN,9,0
92,10,50.1,3,3,2,CHURN,8,0
215,7,50.0,2,2,2,CHURN,6,0
111,6,50.0,3,1,2,NEW,6,0
39,9,50.0,4,3,2,CHURN,9,0
42,10,50.0,4,3,2,CHURN,9,0
63,7,50.0,3,2,2,NEW,7,0
31,8,49.94,4,2,2,NEW,8,0
119,9,49.92,3,3,2,CHURN,8,0
68,6,49.9,3,1,2,NEW,6,0
18,10,49.9,4,3,2,CHURN,9,0
81,9,49.85,3,3,2,CHURN,8,0
76,10,49.83,3,3,2,CHURN,8,0
50,7,49.8,4,2,2,NEW,8,0
77,4,49.8,3,1,2,NEW,6,0
152,6,49.7,2,1,2,CHURN,5,0
196,7,49.7,2,2,2,CHURN,6,0
279,6,49.6,2,1,2,CHURN,5,1
489,11,49.6,1,3,2,LOYAL,6,1
77,10,49.5,3,3,2,CHURN,8,0
87,6,49.5,3,1,2,NEW,6,0
218,6,49.5,2,1,2,CHURN,5,0
397,8,49.5,1,2,2,CHURN,5,1
65,6,49.5,3,1,2,NEW,6,0
80,7,49.5,3,2,2,NEW,7,0
443,6,49.46,1,1,2,CHURN,4,1
309,11,49.4,1,3,2,LOYAL,6,1
2,11,49.4,4,3,2,CHURN,9,0
616,4,49.4,1,1,2,CHURN,4,1
80,6,49.4,3,2,2,NEW,7,0
198,9,49.4,2,3,2,LOYAL,7,0
269,10,49.35,2,3,2,LOYAL,7,0
509,8,49.3,1,2,2,CHURN,5,1
60,7,49.3,3,2,2,NEW,7,0
158,7,49.3,2,2,2,CHURN,6,0
287,10,49.3,1,3,2,LOYAL,6,0
223,8,49.3,2,2,2,CHURN,6,0
60,8,49.22,3,2,2,NEW,7,0
29,11,49.2,4,3,2,CHURN,9,0
409,6,49.2,1,2,2,CHURN,5,1
320,7,49.15,1,2,2,CHURN,5,1
171,8,49.15,2,2,2,CHURN,6,0
199,8,49.1,2,2,2,CHURN,6,0
74,11,49.1,3,3,2,CHURN,8,0
612,2,49.0,1,1,2,CHURN,4,1
259,4,49.0,2,1,2,CHURN,5,1
661,4,48.9,1,1,2,CHURN,4,1
246,11,48.9,2,3,2,LOYAL,7,0
313,6,48.9,1,2,2,CHURN,5,1
323,5,48.89,1,1,2,CHURN,4,1
132,8,48.8,3,2,2,NEW,7,0
86,9,48.75,3,3,2,CHURN,8,0
452,4,48.74,1,1,2,CHURN,4,1
337,8,48.74,1,2,2,CHURN,5,1
192,8,48.7,2,2,2,CHURN,6,0
227,7,48.64,2,2,2,CHURN,6,0
111,10,48.6,3,3,2,CHURN,8,0
138,5,48.6,3,1,2,NEW,6,0
255,10,48.6,2,3,2,LOYAL,7,0
77,6,48.5,3,2,2,NEW,7,0
51,10,48.5,4,3,2,CHURN,9,0
85,11,48.5,3,3,2,CHURN,8,0
391,7,48.4,1,2,2,CHURN,5,1
618,6,48.4,1,2,2,CHURN,5,1
2,10,48.4,4,3,2,CHURN,9,0
52,7,48.39,4,2,2,NEW,8,0
105,11,48.3,3,3,2,CHURN,8,0
130,7,48.3,3,2,2,NEW,7,0
53,9,48.3,4,3,2,CHURN,9,0
152,8,48.3,2,2,2,CHURN,6,0
296,4,48.2,1,1,2,CHURN,4,1
225,8,48.2,2,2,2,CHURN,6,0
113,8,48.2,3,2,2,NEW,7,0
99,8,48.11,3,2,2,NEW,7,0
275,10,48.1,2,3,2,LOYAL,7,0
449,4,48.1,1,1,2,CHURN,4,1
438,6,48.1,1,2,2,CHURN,5,1
22,8,48.1,4,2,2,NEW,8,0
34,11,48.1,4,3,2,CHURN,9,0
113,9,48.02,3,3,2,CHURN,8,0
49,8,48.0,4,2,2,NEW,8,0
210,8,47.9,2,2,2,CHURN,6,0
2,10,47.9,4,3,2,CHURN,9,0
413,6,47.9,1,2,2,CHURN,5,1
705,2,47.9,1,1,2,CHURN,4,1
467,4,47.7,1,1,2,CHURN,4,1
128,10,47.7,3,3,2,CHURN,8,0
346,6,47.7,1,2,2,CHURN,5,1
222,6,47.7,2,2,2,CHURN,6,0
137,4,47.6,3,1,2,NEW,6,0
578,6,47.46,1,2,2,CHURN,5,1
339,8,47.4,1,2,2,CHURN,5,1
99,4,47.4,3,1,2,NEW,6,0
645,3,47.4,1,1,2,CHURN,4,1
127,6,47.4,3,2,2,NEW,7,0
71,7,47.3,3,2,2,NEW,7,0
531,7,47.3,1,2,2,CHURN,5,1
296,9,47.3,1,3,2,LOYAL,6,1
201,11,47.3,2,3,2,LOYAL,7,0
35,8,47.3,4,2,2,NEW,8,0
56,8,47.3,4,2,2,NEW,8,0
177,8,47.25,2,2,2,CHURN,6,0
22,12,47.1,4,3,2,CHURN,9,0
245,6,47.1,2,2,2,CHURN,6,0
177,11,47.1,2,3,2,LOYAL,7,0
140,8,47.1,3,2,2,NEW,7,0
223,8,47.05,2,2,2,CHURN,6,0
348,6,47.0,1,2,2,CHURN,5,1
367,7,46.95,1,2,2,CHURN,5,1
206,12,46.9,2,3,2,LOYAL,7,0
322,4,46.9,1,1,2,CHURN,4,1
13,11,46.9,4,3,2,CHURN,9,0
128,7,46.9,3,2,2,NEW,7,0
94,9,46.82,3,3,2,CHURN,8,0
336,6,46.8,1,2,2,CHURN,5,1
159,4,46.8,2,1,2,CHURN,5,0
4,6,46.7,4,2,2,NEW,8,0
90,6,46.7,3,2,2,NEW,7,0
101,13,46.7,3,4,2,CHURN,9,0
175,6,46.7,2,2,2,CHURN,6,0
270,6,46.6,2,2,2,CHURN,6,1
526,6,46.6,1,2,2,CHURN,5,1
137,6,46.5,3,2,2,NEW,7,0
226,7,46.45,2,2,2,CHURN,6,0
132,11,46.45,3,3,2,CHURN,8,0
330,9,46.42,1,3,2,LOYAL,6,1
589,8,46.4,1,2,2,CHURN,5,1
580,4,46.4,1,1,2,CHURN,4,1
181,9,46.4,2,3,2,LOYAL,7,0
189,12,46.37,2,3,2,LOYAL,7,0
116,8,46.25,3,2,2,NEW,7,0
38,8,46.2,4,2,2,NEW,8,0
187,9,46.15,2,3,2,LOYAL,7,0
566,5,46.06,1,1,2,CHURN,4,1
601,6,46.04,1,2,2,CHURN,5,1
163,5,46.0,2,1,2,CHURN,5,0
490,4,46.0,1,1,2,CHURN,4,1
211,3,46.0,2,1,2,CHURN,5,0
254,9,45.92,2,3,2,LOYAL,7,0
37,10,45.9,4,3,2,CHURN,9,0
256,4,45.9,2,1,2,CHURN,5,1
39,8,45.84,4,2,2,NEW,8,0
310,6,45.8,1,2,2,CHURN,5,1
451,4,45.8,1,1,2,CHURN,4,1
38,6,45.8,4,2,2,NEW,8,0
182,5,45.76,2,1,2,CHURN,5,0
42,8,45.7,4,2,2,NEW,8,0
43,4,45.7,4,1,2,NEW,7,0
241,11,45.7,2,3,2,LOYAL,7,0
360,4,45.7,1,1,2,CHURN,4,1
22,4,45.7,4,1,2,NEW,7,0
191,11,45.7,2,3,2,LOYAL,7,0
214,4,45.66,2,1,2,CHURN,5,0
366,7,45.6,1,2,2,CHURN,5,1
30,6,45.55,4,2,2,NEW,8,0
477,11,45.52,1,3,2,LOYAL,6,1
212,11,45.52,2,3,2,LOYAL,7,0
41,10,45.52,4,3,2,CHURN,9,0
431,12,45.5,1,3,2,LOYAL,6,1
87,4,45.5,3,1,2,NEW,6,0
390,4,45.5,1,1,2,CHURN,4,1
96,6,45.45,3,2,2,NEW,7,0
333,7,45.44,1,2,2,CHURN,5,1
393,6,45.4,1,2,2,CHURN,5,1
178,7,45.4,2,2,2,CHURN,6,0
68,9,45.4,3,3,2,CHURN,8,0
11,8,45.34,4,2,2,NEW,8,0
405,8,45.3,1,2,2,CHURN,5,1
88,12,45.3,3,3,2,CHURN,8,0
102,6,45.3,3,2,2,NEW,7,0
594,7,45.3,1,2,2,CHURN,5,1
273,12,45.2,2,3,2,LOYAL,7,0
23,7,45.2,4,2,2,NEW,8,0
305,6,45.2,1,2,2,CHURN,5,1
77,6,45.2,3,2,2,NEW,7,0
365,8,45.15,1,2,2,CHURN,5,1
455,6,45.1,1,2,2,CHURN,5,1
333,3,44.92,1,1,2,CHURN,4,1
652,4,44.9,1,1,2,CHURN,4,1
121,7,44.8,3,2,2,NEW,7,0
236,9,44.75,2,3,2,LOYAL,7,0
325,6,44.72,1,2,2,CHURN,5,1
37,6,44.7,4,2,2,NEW,8,0
47,6,44.7,4,2,2,NEW,8,0
200,7,44.7,2,2,2,CHURN,6,0
6,7,44.7,4,2,2,NEW,8,0
37,4,44.6,4,1,2,NEW,7,0
114,8,44.6,3,2,2,NEW,7,0
167,4,44.5,2,1,2,CHURN,5,0
150,5,44.4,2,1,2,CHURN,5,0
339,8,44.4,1,2,2,CHURN,5,1
372,8,44.35,1,2,2,CHURN,5,1
97,10,44.32,3,3,2,CHURN,8,0
347,8,44.3,1,2,2,CHURN,5,1
145,9,44.2,2,3,2,LOYAL,7,0
337,8,44.2,1,2,2,CHURN,5,1
211,8,44.2,2,2,2,CHURN,6,0
271,7,44.2,2,2,2,CHURN,6,1
148,4,44.2,2,1,2,CHURN,5,0
491,7,44.15,1,2,2,CHURN,5,1
307,6,44.12,1,2,2,CHURN,5,1
0,5,44.09,4,1,2,NEW,7,0
379,6,44.0,1,2,2,CHURN,5,1
7,5,43.95,4,1,2,NEW,7,0
70,9,43.9,3,3,2,CHURN,8,0
139,10,43.9,3,3,2,CHURN,8,0
588,7,43.9,1,2,2,CHURN,5,1
93,6,43.9,3,2,2,NEW,7,0
454,6,43.85,1,2,2,CHURN,5,1
186,11,43.84,2,3,2,LOYAL,7,0
27,9,43.8,4,3,1,CHURN,8,0
162,4,43.8,2,1,1,CHURN,4,0
545,4,43.8,1,1,1,CHURN,3,1
405,6,43.76,1,2,1,CHURN,4,1
433,7,43.75,1,2,1,CHURN,4,1
137,6,43.7,3,2,1,NEW,6,0
273,7,43.6,2,2,1,CHURN,5,1
285,6,43.6,1,2,1,CHURN,4,1
371,7,43.56,1,2,1,CHURN,4,1
15,5,43.52,4,1,1,NEW,6,0
207,9,43.5,2,3,1,LOYAL,6,0
197,5,43.5,2,1,1,CHURN,4,0
285,8,43.5,1,2,1,CHURN,4,1
248,9,43.45,2,3,1,LOYAL,6,0
102,8,43.4,3,2,1,NEW,6,0
173,10,43.37,2,3,1,LOYAL,6,0
49,10,43.35,4,3,1,CHURN,8,0
42,12,43.35,4,3,1,CHURN,8,0
158,8,43.24,2,2,1,CHURN,5,0
456,11,43.22,1,3,1,LOYAL,5,1
181,6,43.2,2,2,1,CHURN,5,0
156,7,43.2,2,2,1,CHURN,5,0
332,6,43.2,1,2,1,CHURN,4,1
156,6,43.1,2,2,1,CHURN,5,0
5,8,43.0,4,2,1,NEW,7,0
92,6,43.0,3,2,1,NEW,6,0
482,7,42.85,1,2,1,CHURN,4,1
142,6,42.84,2,2,1,CHURN,5,0
2,5,42.8,4,1,1,NEW,6,0
485,11,42.8,1,3,1,LOYAL,5,1
133,6,42.62,3,2,1,NEW,6,0
114,11,42.6,3,3,1,CHURN,7,0
270,8,42.6,2,2,1,CHURN,5,1
711,2,42.6,1,1,1,CHURN,3,1
366,9,42.42,1,3,1,LOYAL,5,1
316,4,42.4,1,1,1,CHURN,3,1
258,6,42.4,2,2,1,CHURN,5,1
25,8,42.35,4,2,1,NEW,7,0
218,6,42.3,2,2,1,CHURN,5,0
204,7,42.3,2,2,1,CHURN,5,0
137,6,42.2,3,2,1,NEW,6,0
60,8,42.2,3,2,1,NEW,6,0
151,6,42.2,2,2,1,CHURN,5,0
262,5,42.1,2,1,1,CHURN,4,1
38,9,42.04,4,3,1,CHURN,8,0
33,6,41.92,4,2,1,NEW,7,0
352,3,41.9,1,1,1,CHURN,3,1
168,4,41.9,2,1,1,CHURN,4,0
35,6,41.86,4,2,1,NEW,7,0
314,6,41.85,1,2,1,CHURN,4,1
523,5,41.82,1,1,1,CHURN,3,1
425,6,41.8,1,2,1,CHURN,4,1
192,8,41.7,2,2,1,CHURN,5,0
483,6,41.7,1,2,1,CHURN,4,1
352,2,41.6,1,1,1,CHURN,3,1
134,6,41.6,3,2,1,NEW,6,0
359,2,41.4,1,1,1,CHURN,3,1
383,4,41.4,1,1,1,CHURN,3,1
80,2,41.4,3,1,1,NEW,5,0
227,6,41.4,2,2,1,CHURN,5,0
443,6,41.32,1,2,1,CHURN,4,1
142,6,41.3,2,2,1,CHURN,5,0
190,4,41.2,2,1,1,CHURN,4,0
447,5,41.2,1,1,1,CHURN,3,1
258,4,41.15,2,1,1,CHURN,4,1
35,5,41.15,4,1,1,NEW,6,0
137,7,41.1,3,2,1,NEW,6,0
1,7,41.0,4,2,1,NEW,7,0
310,6,41.0,1,2,1,CHURN,4,1
285,5,41.0,1,1,1,CHURN,3,1
35,7,40.95,4,2,1,NEW,7,0
32,10,40.95,4,3,1,CHURN,8,0
57,8,40.9,3,2,1,NEW,6,0
445,5,40.9,1,1,1,CHURN,3,1
367,5,40.9,1,1,1,CHURN,3,1
502,2,40.9,1,1,1,CHURN,3,1
455,8,40.85,1,2,1,CHURN,4,1
42,10,40.7,4,3,1,CHURN,8,0
233,5,40.6,2,1,1,CHURN,4,1
74,7,40.5,3,2,1,NEW,6,0
283,4,40.42,1,1,1,CHURN,3,1
414,8,40.4,1,2,1,CHURN,4,1
179,8,40.3,2,2,1,CHURN,5,0
577,5,40.26,1,1,1,CHURN,3,1
64,10,40.25,3,3,1,CHURN,7,0
447,9,40.2,1,3,1,LOYAL,5,1
548,4,40.2,1,1,1,CHURN,3,1
76,6,40.2,3,2,1,NEW,6,0
261,5,40.14,2,1,1,CHURN,4,1
141,4,40.1,3,1,1,NEW,5,0
351,10,40.05,1,3,1,LOYAL,5,1
179,4,40.03,2,1,1,CHURN,4,0
382,4,40.0,1,1,1,CHURN,3,1
29,7,40.0,4,2,1,NEW,7,0
489,6,39.95,1,2,1,CHURN,4,1
150,4,39.9,2,1,1,CHURN,4,0
181,2,39.9,2,1,1,CHURN,4,0
53,10,39.9,4,3,1,CHURN,8,0
42,6,39.8,4,2,1,NEW,7,0
437,4,39.8,1,1,1,CHURN,3,1
551,6,39.8,1,2,1,CHURN,4,1
385,6,39.8,1,2,1,CHURN,4,1
389,5,39.8,1,1,1,CHURN,3,1
431,4,39.76,1,1,1,CHURN,3,1
34,8,39.75,4,2,1,NEW,7,0
392,4,39.7,1,1,1,CHURN,3,1
129,6,39.7,3,2,1,NEW,6,0
389,9,39.7,1,3,1,LOYAL,5,1
139,6,39.7,3,2,1,NEW,6,0
84,6,39.6,3,2,1,NEW,6,0
10,11,39.6,4,3,1,CHURN,8,0
134,4,39.6,3,1,1,NEW,5,0
320,6,39.55,1,2,1,CHURN,4,1
430,2,39.5,1,1,1,CHURN,3,1
39,10,39.5,4,3,1,CHURN,8,0
146,6,39.5,2,2,1,CHURN,5,0
263,5,39.4,2,1,1,CHURN,4,1
217,2,39.4,2,1,1,CHURN,4,1
6,9,39.35,4,3,1,CHURN,8,0
495,2,39.3,1,1,1,CHURN,3,1
286,8,39.22,1,2,1,CHURN,4,1
286,4,39.1,1,1,1,CHURN,3,1
80,6,39.1,3,2,1,NEW,6,0
25,7,39.04,4,2,1,NEW,7,0
400,8,39.02,1,2,1,CHURN,4,1
441,4,39.0,1,1,1,CHURN,3,1
6,6,39.0,4,2,1,NEW,7,0
508,7,39.0,1,2,1,CHURN,4,1
597,6,38.9,1,2,1,CHURN,4,1
118,4,38.9,3,1,1,NEW,5,0
50,8,38.9,4,2,1,NEW,7,0
10,8,38.82,4,2,1,NEW,7,0
115,6,38.75,3,2,1,NEW,6,0
157,6,38.7,2,2,1,CHURN,5,0
259,4,38.7,2,1,1,CHURN,4,1
249,5,38.7,2,1,1,CHURN,4,1
393,7,38.7,1,2,1,CHURN,4,1
45,8,38.66,4,2,1,NEW,7,0
327,6,38.65,1,2,1,CHURN,4,1
360,10,38.62,1,3,1,LOYAL,5,1
572,3,38.6,1,1,1,CHURN,3,1
229,6,38.6,2,2,1,CHURN,5,0
506,6,38.59,1,2,1,CHURN,4,1
315,5,38.54,1,1,1,CHURN,3,1
346,7,38.42,1,2,1,CHURN,4,1
